PDBID	CHAIN	EMBID	size	Tm	Te	taxid	organism	group
2GF0	A	AAD13119.1	199.0		37.0	9606.0	homo_sapiens	Eukaryota
1RDO	1	AAA41554.1	113.0			10117.0	rattus_rattus	Eukaryota
1TKE	A	BAA15498.1	224.0		37.0	562.0	escherichia_coli	Bacteria
3RY4	A	AAH20823.1	170.0		37.0	9606.0	homo_sapiens	Eukaryota
1GK9	A	AAD19653.1	260.0		37.0	562.0	escherichia_coli	Bacteria
1O6E	A	CAA24801.1	235.0			10376.0	epstein-barr_virus	Virus
3U7Q	A	CAA30004.1	492.0		29.5	354.0	azotobacter_vinelandii	Bacteria
4AO9	A	CCE46017.1	454.0		28.0	34073.0	variovorax_paradoxus	Bacteria
4O5O	A	AEM19922.1	263.0		37.0	204722.0	brucella_suis	Bacteria
1WM3	A	AAH71646.1	72.0		37.0	9606.0	homo_sapiens	Eukaryota
3IUP	A	AAZ61264.1	379.0		29.0	264198.0	cupriavidus_necator	Bacteria
2C8E	E	CAA35828.1	211.0		37.0	1491.0	clostridium_botulinum	Bacteria
4ABX	A	BAA76704.1	175.0		30.0	243230.0	deinococcus_radiodurans	Bacteria
4IRX	A	ACL94367.1	296.0			190650.0	caulobacter_crescentus	Bacteria
4LN1	A	AAP08895.1	336.0		30.0	226900.0	bacillus_cereus	Bacteria
1VQO	Q	AAV45317.1	96.0		45.0	2238.0	haloarcula_marismortui	Archaea
3IKB	A	AAN58923.1	198.0		37.0	1309.0	streptococcus_mutans	Bacteria
2F9D	P	AAC97189.1	43.0		37.0	9606.0	homo_sapiens	Eukaryota
4AVF	A	AAG07157.1	490.0		37.0	208964.0	pseudomonas_aeruginosa	Bacteria
3PC6	A	AAH55900.1	104.0			10090.0	mus_musculus	Eukaryota
3VUS	A	BAA35805.2	268.0		36.0	83333.0	escherichia_coli	Bacteria
1NU7	D	AAO65980.2	282.0		37.0	1280.0	staphylococcus_aureus	Bacteria
1DM5	A	AAA29206.1	315.0			6087.0	hydra_vulgaris	Eukaryota
4MT8	A	AEC09904.1	102.0		25.0	3702.0	arabidopsis_thaliana	Eukaryota
1N0W	A	AAD49705.1	243.0		37.0	9606.0	homo_sapiens	Eukaryota
2FN9	A	AAD36037.1	290.0		75.0	243274.0	thermotoga_maritima	Bacteria
2RE7	A	AAZ18059.1	134.0		20.0	259536.0	psychrobacter_arcticus	Bacteria
1NPS	A	AAA25407.1	88.0		30.0	34.0	myxococcus_xanthus	Bacteria
3WAD	A	BAD08357.1	419.0		28.0	1944.0	streptomyces_halstedii	Bacteria
3O8M	A	CAH00663.1	485.0		25.0	28985.0	kluyveromyces_lactis	Eukaryota
4QM9	A	CAB15092.1	173.0		46.0	224308.0	bacillus_subtilis	Bacteria
3CRY	A	AAH13937.1	188.0		37.0	9606.0	homo_sapiens	Eukaryota
4B6G	A	AAF41680.1	283.0		37.0	122586.0	neisseria_meningitidis	Bacteria
4NDO	B	ACO80442.1	270.0		29.0	322710.0	azotobacter_vinelandii	Bacteria
2XCZ	A	CAE20678.1	115.0		20.0	74547.0	prochlorococcus_marinus	Bacteria
4XEL	A	AAG07418.1	183.0		37.0	208964.0	pseudomonas_aeruginosa	Bacteria
3E61	A	BAE18541.1	277.0		35.0	342451.0	staphylococcus_saprophyticus	Bacteria
3EB7	A	AGM16384.1	589.0		33.0	1428.0	bacillus_thuringiensis	Bacteria
3IWA	A	ABM27200.1	472.0		34.0	391774.0	desulfovibrio_vulgaris	Bacteria
3BE3	A	CAE35314.1	91.0		37.0	257310.0	bordetella_bronchiseptica	Bacteria
2ZQ7	A	BAA07082.1	262.0		37.0	562.0	escherichia_coli	Bacteria
4EWG	A	ACC69892.1	412.0		29.0	391038.0	paraburkholderia_phymatum	Bacteria
4R2K	A	AAL20579.1	329.0			99287.0	salmonella_typhimurium	Bacteria
3S4L	A	AAB98379.1	244.0		80.0	243232.0	methanocaldococcus_jannaschii	Archaea
1GVN	A	AAR27198.1	90.0		37.0	1314.0	streptococcus_pyogenes	Bacteria
1U58	A	CAJ86568.1	253.0			10366.0	murid_herpesvirus	Virus
2DCK	A	BAA82316.1	354.0		33.0	98930.0	bacillus_sp	Bacteria
4NRN	A	AAD07941.1	94.0		37.0	85962.0	helicobacter_pylori	Bacteria
3EFP	A	BAA15315.1	208.0		36.0	83333.0	escherichia_coli	Bacteria
4G6D	B	AAX92149.1	198.0			292029.0	staphylococcus_virus	Virus
3CYJ	A	ABG05634.1	372.0		53.0	266117.0	rubrobacter_xylanophilus	Bacteria
3NT8	A	AAD13340.1	424.0			51031.0	necator_americanus	Eukaryota
1USP	A	AAF11408.1	139.0		30.0	243230.0	deinococcus_radiodurans	Bacteria
4AHC	A	BAA02362.1	775.0		100.0	2261.0	pyrococcus_furiosus	Archaea
3E39	A	ABB37588.1	178.0		32.0	207559.0	desulfovibrio_alaskensis	Bacteria
1EB6	A	BAE66344.1	177.0		25.0	5062.0	aspergillus_oryzae	Eukaryota
4LYA	A	ABO65801.1	559.0		57.0	420246.0	geobacillus_thermodenitrificans	Bacteria
2H98	A	CAG68308.1	313.0		31.0	62977.0	acinetobacter_baylyi	Bacteria
4KG1	A	CAP49592.1	150.0		27.0	509169.0	xanthomonas_campestris	Bacteria
3LRQ	A	BAB64471.1	100.0		37.0	9606.0	homo_sapiens	Eukaryota
3AKM	A	AAA52417.1	131.0		37.0	9606.0	homo_sapiens	Eukaryota
1QZZ	A	AAA83421.1	374.0		28.0	1924.0	streptomyces_purpurascens	Bacteria
3W7A	A	BAH36887.1	211.0		33.0	391699.0	bacillus_sp	Bacteria
1GVE	A	AAH78872.2	327.0			10116.0	rattus_norvegicus	Eukaryota
3JTZ	A	PWF35870.1	88.0		27.0	632.0	yersinia_pestis	Bacteria
2FSW	A	AAQ65978.1	107.0		37.0	242619.0	porphyromonas_gingivalis	Bacteria
2XU0	A	ACJ68328.1	487.0		37.0	57270.0	plasmodium_falciparum	Eukaryota
1MPP	A	CAA29568.1	361.0		36.5	4840.0	rhizomucor_pusillus	Eukaryota
2HUO	A	AAV65815.1	289.0			10090.0	mus_musculus	Eukaryota
3P6A	A	AAP36089.1	377.0		37.0	9606.0	homo_sapiens	Eukaryota
3BEO	A	AAT34651.1	375.0		37.0	1392.0	bacillus_anthracis	Bacteria
4MKS	A	ABJ60668.1	440.0		37.0	324831.0	lactobacillus_gasseri	Bacteria
1COJ	A	AAD34161.1	212.0		85.0	2714.0	aquifex_pyrophilus	Bacteria
4HTY	A	AFJ05146.1	359.0			77133.0	uncultured_bacterium	Bacteria
2WSR	A	CAA27559.1	242.0		30.0	5702.0	trypanosoma_brucei	Eukaryota
4PBC	A	CAR51014.1	316.0		30.0	216591.0	burkholderia_cenocepacia	Bacteria
1CC8	A	CAA96166.1	73.0		28.0	4932.0	saccharomyces_cerevisiae	Eukaryota
3EO4	A	AAB99065.1	164.0		84.0	2190.0	methanocaldococcus_jannaschii	Archaea
1AU1	A	BAG70266.1	166.0	60.6	37.0	9606.0	homo_sapiens	Eukaryota
4DXY	A	ABD25921.1	417.0		30.0	279238.0	novosphingobium_aromaticivorans	Bacteria
3BED	A	AAO80316.1	142.0		37.0	226185.0	enterococcus_faecalis	Bacteria
2O0Y	A	ABG98719.1	260.0		28.0	1831.0	rhodococcus_sp	Bacteria
2E8G	A	BAA29625.1	241.0		95.0	70601.0	pyrococcus_horikoshii	Archaea
3IDW	A	AAB23985.1	72.0		28.0	4932.0	saccharomyces_cerevisiae	Eukaryota
3STY	A	ADK38535.1	267.0			283673.0	lycopersicon_hirsutum	Eukaryota
3B9T	A	ABE50371.1	484.0		32.0	265072.0	methylobacillus_flagellatus	Bacteria
4J2C	A	BAG35349.1	110.0		37.0	9606.0	homo_sapiens	Eukaryota
1SXR	A	CAD89118.1	183.0		25.0	7227.0	drosophila_melanogaster	Eukaryota
1U0T	A	SIU00325.1	307.0		37.0	1773.0	mycobacterium_tuberculosis	Bacteria
2G8L	A	BAA30687.1	299.0		95.0	53953.0	pyrococcus_horikoshii	Archaea
3ONM	A	ABS46613.1	238.0		35.0	349747.0	yersinia_pseudotuberculosis	Bacteria
3UK1	A	ABC37329.1	711.0		29.0	271848.0	burkholderia_thailandensis	Bacteria
2IQY	A	CAA50708.1	190.0			10116.0	rattus_norvegicus	Eukaryota
3NVQ	A	AAC34741.1	590.0		37.0	9606.0	homo_sapiens	Eukaryota
3A0S	A	AAD36429.1	96.0		79.0	2336.0	thermotoga_maritima	Bacteria
2C2Q	A	AAF10293.1	199.0		30.0	243230.0	deinococcus_radiodurans	Bacteria
2X6R	A	BAA30133.1	416.0		95.0	53953.0	pyrococcus_horikoshii	Archaea
4H12	A	AAT77613.1	278.0		37.0	9606.0	homo_sapiens	Eukaryota
1ZUD	2	BAE77328.1	66.0		36.0	83333.0	escherichia_coli	Bacteria
3E96	A	BAD65549.1	316.0		31.0	66692.0	bacillus_clausii	Bacteria
3IG2	A	BAD49314.1	213.0		37.0	817.0	bacteroides_fragilis	Bacteria
3M3M	A	AAY93616.1	210.0		28.0	220664.0	pseudomonas_fluorescens	Bacteria
1YWQ	A	AAP08818.1	200.0		30.0	226900.0	bacillus_cereus	Bacteria
2P9O	A	CAB51171.1	169.0		25.0	3702.0	arabidopsis_thaliana	Eukaryota
2FN0	A	CAB46570.1	437.0		30.5	630.0	yersinia_enterocolitica	Bacteria
2YZQ	A	BAA30898.1	282.0		95.0	53953.0	pyrococcus_horikoshii	Archaea
1HQS	A	CAB14873.1	423.0		35.0	1423.0	bacillus_subtilis	Bacteria
2QVT	A	ABF56216.1	150.0			5261.0	melampsora_lini	Eukaryota
2QNL	A	ABG57966.1	162.0		29.0	269798.0	cytophaga_hutchinsonii	Bacteria
3QI7	A	CAJ69587.1	371.0			272563.0	peptoclostridium_difficile	Bacteria
1XKP	B	AAS58565.1	124.0		27.0	632.0	yersinia_pestis	Bacteria
4J8M	A	EAW75561.1	279.0		37.0	9606.0	homo_sapiens	Eukaryota
1MXI	A	AAC22424.1	160.0		37.0	727.0	haemophilus_influenzae	Bacteria
3LYC	A	ABR44790.1	241.0		37.0	435591.0	parabacteroides_distasonis	Bacteria
2PMA	A	AAU26192.1	146.0		37.0	272624.0	legionella_pneumophila	Bacteria
1X7D	A	AAN69134.1	350.0		27.2	303.0	pseudomonas_putida	Bacteria
2FBI	A	AAG07522.1	142.0		32.3	287.0	pseudomonas_aeruginosa	Bacteria
3F44	A	AAV42382.1	220.0		45.0	272621.0	lactobacillus_acidophilus	Bacteria
3L8C	A	AAT87178.1	521.0		37.0	301450.0	streptococcus_pyogenes	Bacteria
1FO8	A	AAA31493.1	343.0		39.0	9986.0	oryctolagus_cuniculus	Eukaryota
2GFI	A	ABN04184.1	458.0		24.0	27295.0	schwanniomyces_capriottii	Eukaryota
2VXZ	A	CAG25623.1	165.0			270161.0	pyrobaculum_spherical	Virus
4WD6	A	ADD91577.1	233.0		30.0	316.0	pseudomonas_stutzeri	Bacteria
4NX9	A	AAC28557.1	293.0		32.3	287.0	pseudomonas_aeruginosa	Bacteria
3QWN	A	EDM19513.1	214.0		37.0	411901.0	bacteroides_caccae	Bacteria
4LUB	A	AAN58505.1	276.0		37.0	210007.0	streptococcus_mutans	Bacteria
1UIK	A	BAC78524.1	418.0			3847.0	glycine_max	Eukaryota
3I9Y	A	BAC62018.1	276.0		25.0	670.0	vibrio_parahaemolyticus	Bacteria
2H62	C	BAF84453.1	129.0		37.0	9606.0	homo_sapiens	Eukaryota
1M5S	A	AAZ69952.1	297.0		36.0	2208.0	methanosarcina_barkeri	Archaea
1FSO	A	AAP35530.1	139.0		37.0	9606.0	homo_sapiens	Eukaryota
1XQR	A	BAC85399.1	296.0		37.0	9606.0	homo_sapiens	Eukaryota
3FSA	A	CAA30279.1	125.0		32.3	287.0	pseudomonas_aeruginosa	Bacteria
2ARH	A	AAC07745.1	203.0		90.0	63363.0	aquifex_aeolicus	Bacteria
3LE2	A	AAP37840.1	393.0		25.0	3702.0	arabidopsis_thaliana	Eukaryota
3GYC	A	ABR45000.1	393.0		37.0	435591.0	parabacteroides_distasonis	Bacteria
2W90	A	BAD76629.1	471.0		65.0	1422.0	geobacillus_stearothermophilus	Bacteria
3K85	A	AAO75581.1	357.0		37.0	818.0	bacteroides_thetaiotaomicron	Bacteria
3LV4	A	AAU25654.2	456.0		32.0	279010.0	bacillus_licheniformis	Bacteria
1WR2	A	BAA30907.1	238.0		95.0	70601.0	pyrococcus_horikoshii	Archaea
3DAD	A	BAD92821.1	339.0		37.0	9606.0	homo_sapiens	Eukaryota
4KHB	B	EGS17694.1	195.0		44.0	759272.0	chaetomium_thermophilum	Eukaryota
1LPB	A	AAZ22441.1	95.0			9823.0	sus_scrofa	Eukaryota
4OXI	A	AAF94733.1	576.0		36.0	243277.0	vibrio_cholerae	Bacteria
2ZOC	A	AAA51740.1	319.0		37.0	9606.0	homo_sapiens	Eukaryota
4NFD	A	CAH10711.1	120.0		37.0	9606.0	homo_sapiens	Eukaryota
3TQT	A	AAO90841.2	372.0		37.0	227377.0	coxiella_burnetii	Bacteria
1K78	A	AAR27591.1	149.0		37.0	9606.0	homo_sapiens	Eukaryota
2B4R	O	AAL87686.1	345.0		37.0	5833.0	plasmodium_falciparum	Eukaryota
2O5V	A	AAF10663.1	359.0		30.0	1299.0	deinococcus_radiodurans	Bacteria
3H74	A	CCC78313.1	282.0		35.2	1590.0	lactobacillus_plantarum	Bacteria
3H4X	A	BAG41444.1	339.0		27.0	1890.0	streptomyces_antibioticus	Bacteria
3MDP	A	ABB31766.1	142.0		30.0	269799.0	geobacter_metallireducens	Bacteria
4MHR	A	ABF54657.1	314.0		29.0	317655.0	sphingopyxis_alaskensis	Bacteria
3DHP	A	AAA58368.1	496.0		37.0	9606.0	homo_sapiens	Eukaryota
2I5E	A	AAM32193.1	211.0		36.0	192952.0	methanosarcina_mazei	Archaea
1SEM	A	AAB21850.1	58.0			6239.0	caenorhabditis_elegans	Eukaryota
1ZDY	A	BAE00106.1	307.0		28.0	93372.0	streptomyces_sp	Bacteria
2CKW	A	CAA60262.1	515.0			95342.0	sapporo_virus	Virus
3EYP	A	AAO77299.1	469.0		37.0	818.0	bacteroides_thetaiotaomicron	Bacteria
3SBT	B	DAA07048.1	363.0		28.0	559292.0	saccharomyces_cerevisiae	Eukaryota
3D3Z	A	AAZ22530.1	247.0		26.0	5061.0	aspergillus_niger	Eukaryota
2Q3B	A	CCP45122.1	313.0		37.0	1773.0	mycobacterium_tuberculosis	Bacteria
2H01	A	EAA15674.1	192.0			5861.0	plasmodium_yoelii	Eukaryota
3LUL	A	AAU26684.1	272.0		37.0	272624.0	legionella_pneumophila	Bacteria
3BDW	A	BAA24450.1	123.0		37.0	9606.0	homo_sapiens	Eukaryota
4JQF	A	EAW49619.1	179.0		37.0	9606.0	homo_sapiens	Eukaryota
2YV2	A	BAA80057.2	297.0		90.0	272557.0	aeropyrum_pernix	Archaea
3JYO	A	CAF19140.1	283.0		31.0	196627.0	corynebacterium_glutamicum	Bacteria
3MDO	A	ABR43832.1	389.0		37.0	435591.0	parabacteroides_distasonis	Bacteria
3GVX	A	CAC11987.1	290.0		59.0	2303.0	thermoplasma_acidophilum	Archaea
3LEQ	A	BAC69900.1	126.0		27.0	227882.0	streptomyces_avermitilis	Bacteria
1XWW	A	AAH07422.1	157.0		37.0	9606.0	homo_sapiens	Eukaryota
3BGI	A	AAC25919.1	260.0			10090.0	mus_musculus	Eukaryota
1W6U	A	BAH13204.1	302.0		37.0	9606.0	homo_sapiens	Eukaryota
2XY2	A	BAH13827.1	189.0		37.0	9606.0	homo_sapiens	Eukaryota
2H6F	A	AAH17029.2	382.0		37.0	9606.0	homo_sapiens	Eukaryota
1XD7	A	CAA69860.1	145.0		46.0	224308.0	bacillus_subtilis	Bacteria
2HF1	A	AAQ61009.1	68.0		26.0	243365.0	chromobacterium_violaceum	Bacteria
1XYZ	A	AAA23286.1	347.0			1515.0	clostridium_thermocellum	Bacteria
4JGW	A	AAC52724.1	473.0			10090.0	mus_musculus	Eukaryota
3CI9	A	ABK55663.1	48.0		37.0	9606.0	homo_sapiens	Eukaryota
4MW0	A	EAN77579.1	542.0		30.0	5691.0	trypanosoma_brucei	Eukaryota
2VCV	A	ABI75350.1	222.0		37.0	9606.0	homo_sapiens	Eukaryota
4OWT	C	AAF28971.2	104.0		37.0	9606.0	homo_sapiens	Eukaryota
2IX4	A	AAM20439.1	431.0		25.0	3702.0	arabidopsis_thaliana	Eukaryota
4DNX	A	AAC23622.1	397.0		25.0	572477.0	allochromatium_vinosum	Bacteria
3KE2	A	ABM01114.1	117.0		31.0	326297.0	shewanella_amazonensis	Bacteria
4CML	A	AAH42529.2	313.0		37.0	9606.0	homo_sapiens	Eukaryota
3GMI	A	AAB98952.1	357.0		80.0	243232.0	methanocaldococcus_jannaschii	Archaea
4CFQ	R	AAA36349.1			37.0	9606.0	homo_sapiens	Eukaryota
3CYM	A	BAF39770.1	440.0		37.0	367928.0	bifidobacterium_adolescentis	Bacteria
1G2Q	A	CAA86633.1	187.0		28.0	4932.0	saccharomyces_cerevisiae	Eukaryota
1YLF	A	AAP08816.1	149.0		30.0	226900.0	bacillus_cereus	Bacteria
3NBK	A	CCP45769.1	177.0		37.0	1773.0	mycobacterium_tuberculosis	Bacteria
3MTS	A	BAG35445.1	64.0		37.0	9606.0	homo_sapiens	Eukaryota
4G6T	A	AAO58778.1	128.0		26.0	223283.0	pseudomonas_syringae	Bacteria
2G40	A	AAF11463.1	224.0		30.0	1299.0	deinococcus_radiodurans	Bacteria
2ID4	A	CAA93360.1	503.0		28.0	4932.0	saccharomyces_cerevisiae	Eukaryota
4F6E	A	DAA06697.1	207.0		28.0	559292.0	saccharomyces_cerevisiae	Eukaryota
2OS0	A	AAO82748.1	188.0		36.3	1351.0	enterococcus_faecalis	Bacteria
3IUS	A	AAV96976.1	286.0		28.0	246200.0	ruegeria_pomeroyi	Bacteria
1R9H	A	CAB07371.1	135.0			6239.0	caenorhabditis_elegans	Eukaryota
3QEX	A	AAA93077.1	903.0			12353.0	enterobacteria_phage	Virus
2G2X	A	AAN70770.1	157.0		27.0	160488.0	pseudomonas_putida	Bacteria
3UX8	A	ADU95556.1	670.0		54.0	550542.0	geobacillus_sp	Bacteria
3DDH	A	AAO77287.1	234.0		37.0	818.0	bacteroides_thetaiotaomicron	Bacteria
2J9O	A	BAC09667.1	298.0		26.0	32046.0	synechococcus_elongatus	Bacteria
4ME2	A	KQK02239.1	257.0			15368.0	brachypodium_distachyon	Eukaryota
1WVI	A	AAN59079.1	257.0		37.0	210007.0	streptococcus_mutans	Bacteria
4WVP	E	CAA29300.1	218.0		37.0	9606.0	homo_sapiens	Eukaryota
2FU5	A	EAW91443.1	117.0		37.0	9606.0	homo_sapiens	Eukaryota
3BDU	A	CAG73924.1	62.0		27.0	218491.0	pectobacterium_atrosepticum	Bacteria
4NE4	A	AAK86018.1	286.0			176299.0	agrobacterium_fabrum	Bacteria
1HNF	A	AAA35571.1	182.0		37.0	9606.0	homo_sapiens	Eukaryota
4ACV	A	AEO05134.1	129.0		35.0	393133.0	listeria_monocytogenes	Bacteria
2A2L	A	CDO12379.1	145.0		34.0	573.0	klebsiella_pneumoniae	Bacteria
2HJS	A	AAG06504.1	340.0		37.0	208964.0	pseudomonas_aeruginosa	Bacteria
3CNH	A	AAF11263.1	200.0		30.0	243230.0	deinococcus_radiodurans	Bacteria
4JNI	U	BAA01919.1	247.0		37.0	9606.0	homo_sapiens	Eukaryota
4QBL	A	ABQ94276.1	145.0		26.0	349106.0	psychrobacter_sp	Bacteria
2CVD	A	CAG46480.1	198.0		37.0	9606.0	homo_sapiens	Eukaryota
2FNU	A	AAD07433.1	375.0		37.0	85962.0	helicobacter_pylori	Bacteria
4HO4	A	AAK27854.2	297.0		46.0	143495.0	aneurinibacillus_thermoaerophilus	Bacteria
2RCY	A	CAD52699.1	262.0		37.0	36329.0	plasmodium_falciparum	Eukaryota
1RHY	A	AAW45034.1	202.0		26.0	5207.0	cryptococcus_neoformans	Eukaryota
4B93	B	AAH50529.1			37.0	9606.0	homo_sapiens	Eukaryota
3HZH	A	AAC67021.1	157.0		30.0	139.0	borreliella_burgdorferi	Bacteria
3VYP	A	KBJ30847.1	269.0		37.0	1773.0	mycobacterium_tuberculosis	Bacteria
3PIU	A	AAA73941.1	435.0			3750.0	malus_domestica	Eukaryota
2P5D	A	AAC37105.1	147.0		84.0	2190.0	methanocaldococcus_jannaschii	Archaea
1JZA	A	AAL23426.1	66.0			218467.0	centruroides_sculpturatus	Eukaryota
2D1S	A	AAA29135.1	548.0			7051.0	luciola_cruciata	Eukaryota
4IPB	A	EDO12003.1	142.0		37.0	411476.0	bacteroides_ovatus	Bacteria
4OJ5	A	AEM91896.1	776.0			1077152.0	escherichia_phage	Virus
1Y14	B	AAB64844.1	171.0		28.0	4932.0	saccharomyces_cerevisiae	Eukaryota
2APO	B	AAB98109.1	60.0		84.0	2190.0	methanocaldococcus_jannaschii	Archaea
1FPO	A	AAA18299.1	171.0		37.0	562.0	escherichia_coli	Bacteria
4HIL	A	CAA73117.1	87.0			10116.0	rattus_norvegicus	Eukaryota
2QR3	A	BAD48897.1	140.0		37.0	295405.0	bacteroides_fragilis	Bacteria
4FUO	A	AAW53239.1	208.0		35.0	176279.0	staphylococcus_epidermidis	Bacteria
3EQC	A	AAA36318.1	360.0		37.0	9606.0	homo_sapiens	Eukaryota
4PY5	A	ADU96912.1	271.0		75.0	648996.0	thermovibrio_ammonificans	Bacteria
3M4W	A	AAC45316.1	295.0		36.0	83333.0	escherichia_coli	Bacteria
2BLN	A	BAA16078.1	305.0		37.0	562.0	escherichia_coli	Bacteria
3RPW	A	CAE30088.1	365.0		29.0	258594.0	rhodopseudomonas_palustris	Bacteria
1ZMO	E	AAK92100.1			29.0	168809.0	arthrobacter_sp	Bacteria
2RK5	A	AAC05772.1	87.0		37.0	210007.0	streptococcus_mutans	Bacteria
2VO4	A	AAC18566.1	219.0			3847.0	glycine_max	Eukaryota
1K9O	I	AAC47343.1	378.0			7130.0	manduca_sexta	Eukaryota
2YY7	A	SHH71156.1	312.0		22.0	262320.0	flavobacterium_frigidimaris	Bacteria
2XZL	A	AAA35197.1	802.0		28.0	4932.0	saccharomyces_cerevisiae	Eukaryota
3B47	A	AAR33913.1	134.0		30.0	35554.0	geobacter_sulfurreducens	Bacteria
3D40	A	BAA32493.1	286.0		27.5	43759.0	streptomyces_wedmorensis	Bacteria
4QAJ	A	AAG08059.1	194.0		37.0	208964.0	pseudomonas_aeruginosa	Bacteria
4TOQ	A	OWM64072.1	273.0			22663.0	punica_granatum	Eukaryota
4CYC	A	AAF55356.1	93.0		25.0	7227.0	drosophila_melanogaster	Eukaryota
3S6E	A	AAH30493.1	114.0			10090.0	mus_musculus	Eukaryota
2QSQ	A	AAB59513.1	111.0		37.0	9606.0	homo_sapiens	Eukaryota
3C3M	A	ABN56229.1	138.0		34.0	368407.0	methanoculleus_marisnigri	Archaea
1E2K	A	CAA23742.1	331.0			10299.0	human_herpesvirus	Virus
3BXR	A	AAB59876.1	99.0			11685.0	human_immunodeficiency	Virus
2OAY	A	AAH11171.1	390.0		37.0	9606.0	homo_sapiens	Eukaryota
3TJR	A	AAS03027.1	301.0		37.0	1770.0	mycobacterium_paratuberculosis	Bacteria
3TM0	A	CAA24789.1	263.0		36.3	1351.0	enterococcus_faecalis	Bacteria
3AJ4	A	BAG57269.1	112.0		37.0	9606.0	homo_sapiens	Eukaryota
1A9N	B	BAG35840.1	96.0		37.0	9606.0	homo_sapiens	Eukaryota
1Q20	A	AAC78554.1	299.0		37.0	9606.0	homo_sapiens	Eukaryota
3QH6	A	CAP03988.1	157.0		37.0	471472.0	chlamydia_trachomatis	Bacteria
2VBK	A	AAD33394.2	514.0			10761.0	shigella_phage	Virus
3JU3	A	CAC11904.1	118.0		59.0	2303.0	thermoplasma_acidophilum	Archaea
3W42	A	CAB12281.1	199.0		46.0	224308.0	bacillus_subtilis	Bacteria
1EAQ	A	BAA05535.1	140.0			10090.0	mus_musculus	Eukaryota
4GF3	B	AAA19860.1	43.0		30.5	630.0	yersinia_enterocolitica	Bacteria
1WV3	A	BAB56449.2	238.0		37.0	158878.0	staphylococcus_aureus	Bacteria
3WCT	C	BAN58233.1	150.0			104711.0	lamellibrachia_satsuma	Eukaryota
1F1G	A	AAS56399.1	154.0		28.0	4932.0	saccharomyces_cerevisiae	Eukaryota
2JH3	A	AAF11786.1	474.0		30.0	1299.0	deinococcus_radiodurans	Bacteria
3E2D	A	AAK94204.2	502.0		29.0	169049.0	vibrio_sp	Bacteria
2QQ9	A	AAA23296.1	226.0		37.0	1717.0	corynebacterium_diphtheriae	Bacteria
2PMK	A	AAA98234.1	243.0		37.0	562.0	escherichia_coli	Bacteria
3SLU	A	EFM05396.1	371.0		37.0	862513.0	neisseria_meningitidis	Bacteria
4TWJ	A	AAB91115.1	253.0		81.0	224325.0	archaeoglobus_fulgidus	Archaea
3KP7	A	AAO05578.1	151.0		35.0	176279.0	staphylococcus_epidermidis	Bacteria
4ADB	A	BAA15539.1	406.0		36.0	511693.0	escherichia_coli	Bacteria
3CA7	A	AAA28894.1	52.0		25.0	7227.0	drosophila_melanogaster	Eukaryota
1B5E	A	CAA68342.1	246.0		37.0	10665.0	enterobacteria_phage	Virus
2INC	C	CAA06655.1	83.0		30.0	316.0	pseudomonas_stutzeri	Bacteria
2QF7	A	ABC92746.1	1165.0		29.0	347834.0	rhizobium_etli	Bacteria
4L07	A	AEJ14598.1	208.0		28.0	1042876.0	pseudomonas_putida	Bacteria
2ATZ	A	AAD07254.1	180.0		37.0	85962.0	helicobacter_pylori	Bacteria
4LMP	A	AIR15552.1	371.0		37.0	83332.0	mycobacterium_tuberculosis	Bacteria
4LIX	A	CAB77763.1	727.0		25.0	3702.0	arabidopsis_thaliana	Eukaryota
3I2V	A	AAH15939.1	127.0		37.0	9606.0	homo_sapiens	Eukaryota
3FWY	A	ABA79461.1	314.0		28.0	272943.0	rhodobacter_sphaeroides	Bacteria
1SRA	A	AAH72457.1	151.0		37.0	9606.0	homo_sapiens	Eukaryota
1OE4	A	AAD17300.1	247.0		15.0	8355.0	xenopus_laevis	Eukaryota
4DID	B	AAL20023.1	152.0		37.0	90371.0	salmonella_typhimurium	Bacteria
4RGW	A	CAA30073.1	638.0		37.0	9606.0	homo_sapiens	Eukaryota
2HZL	A	ABA79272.1	365.0		28.0	272943.0	rhodobacter_sphaeroides	Bacteria
1QVE	A	AAC63062.1	126.0		32.3	287.0	pseudomonas_aeruginosa	Bacteria
1EL6	A	AAD42416.1	219.0		37.0	10665.0	enterobacteria_phage	Virus
1F1U	A	AAA67362.1	323.0		26.7	1665.0	arthrobacter_globiformis	Bacteria
1KLO	A	AAA39405.1	162.0			10090.0	mus_musculus	Eukaryota
2YNM	D	AAP99590.1	530.0		20.0	1219.0	prochlorococcus_marinus	Bacteria
2RAS	A	ABD25005.1	212.0		30.0	279238.0	novosphingobium_aromaticivorans	Bacteria
3NUZ	A	CAH07500.1	398.0		37.0	272559.0	bacteroides_fragilis	Bacteria
3WE5	A	AFC88892.1	173.0		24.0	5400.0	agrocybe_aegerita	Eukaryota
2AE2	A	AAA33282.1	260.0			4076.0	datura_stramonium	Eukaryota
4A6H	A	CAA86275.1	120.0		28.0	4932.0	saccharomyces_cerevisiae	Eukaryota
1OGA	E	EAW51914.1	252.0		37.0	9606.0	homo_sapiens	Eukaryota
4BMN	A	ACB78191.1	253.0		28.0	517192.0	ralstonia_sp	Bacteria
3II0	A	AAH00498.1	422.0		37.0	9606.0	homo_sapiens	Eukaryota
2P4S	A	CAM84316.1	373.0			7165.0	anopheles_gambiae	Eukaryota
